City,Country,Procedure,Clinic_Name,Address,Phone,Email,Website,Price_USD_Low,Price_USD_High,Currency,Special_Notes,Certifications,Year_Established,Procedures_Per_Year,Success_Rate,Languages,Package_Includes
Ho Chi Minh City,Vietnam,Facelift,Ho Chi Minh City Plastic Surgery Center,"Ho Chi Minh City, Vietnam",,,,4000,7000,USD,,,,,,English,
Kuala Lumpur,Malaysia,Facelift,Kuala Lumpur Plastic Surgery Center,"Kuala Lumpur, Malaysia",,,,4500,7500,USD,,,,,,English,
Delhi,India,Facelift,Delhi Plastic Surgery Center,"Delhi, India",,,,3000,5500,USD,,,,,,English,
Mumbai,India,Facelift,Mumbai Plastic Surgery Center,"Mumbai, India",,,,3500,6000,USD,,,,,,English,
Medellín,Colombia,Facelift,Medellín Plastic Surgery Center,"Medellín, Colombia",,,,4200,7200,USD,,,,,,English,
Bogotá,Colombia,Facelift,Bogotá Plastic Surgery Center,"Bogotá, Colombia",,,,4400,7400,USD,,,,,,English,
Prague,Czech Rep.,Facelift,Prague Plastic Surgery Center,"Prague, Czech Rep.",,,,5000,9000,USD,,,,,,English,
Budapest,Hungary,Facelift,Budapest Plastic Surgery Center,"Budapest, Hungary",,,,4500,8500,USD,,,,,,English,
Warsaw,Poland,Facelift,Warsaw Plastic Surgery Center,"Warsaw, Poland",,,,4800,8800,USD,,,,,,English,
Tokyo,Japan,Facelift,Tokyo Plastic Surgery Center,"Tokyo, Japan",,,,6500,12000,USD,,,,,,English,
Barcelona,Spain,Facelift,Barcelona Plastic Surgery Center,"Barcelona, Spain",,,,5500,10000,USD,,,,,,English,
London,UK,Facelift,London Plastic Surgery Center,"London, UK",,,,8000,15000,USD,,,,,,English,
Paris,France,Facelift,Paris Plastic Surgery Center,"Paris, France",,,,7500,14000,USD,,,,,,English,
Los Angeles,USA,Facelift,Los Angeles Plastic Surgery Center,"Los Angeles, USA",,,,10000,18000,USD,,,,,,English,
New York City,USA,Facelift,New York City Plastic Surgery Center,"New York City, USA",,,,11000,20000,USD,,,,,,English,
Bangkok,Thailand,IVF (Fertility Treatment),Bangkok Fertility Center,"Bangkok, Thailand",,,,5000,10000,USD,,,,,,English,
Seoul,South Korea,IVF (Fertility Treatment),Seoul Fertility Center,"Seoul, South Korea",,,,5500,11000,USD,,,,,,English,
Istanbul,Turkey,IVF (Fertility Treatment),Istanbul Fertility Center,"Istanbul, Turkey",,,,3500,7000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,IVF (Fertility Treatment),Ho Chi Minh City Fertility Center,"Ho Chi Minh City, Vietnam",,,,4000,8000,USD,,,,,,English,
Kuala Lumpur,Malaysia,IVF (Fertility Treatment),Kuala Lumpur Fertility Center,"Kuala Lumpur, Malaysia",,,,4500,8500,USD,,,,,,English,
Delhi,India,IVF (Fertility Treatment),Delhi Fertility Center,"Delhi, India",,,,2000,4000,USD,,,,,,English,
Mumbai,India,IVF (Fertility Treatment),Mumbai Fertility Center,"Mumbai, India",,,,2500,4500,USD,,,,,,English,
Mexico City,Mexico,IVF (Fertility Treatment),Mexico City Fertility Center,"Mexico City, Mexico",,,,4000,8000,USD,,,,,,English,
Medellín,Colombia,IVF (Fertility Treatment),Medellín Fertility Center,"Medellín, Colombia",,,,3800,7500,USD,,,,,,English,
Bogotá,Colombia,IVF (Fertility Treatment),Bogotá Fertility Center,"Bogotá, Colombia",,,,4000,7800,USD,,,,,,English,
Prague,Czech Rep.,IVF (Fertility Treatment),Prague Fertility Center,"Prague, Czech Rep.",,,,5000,9000,USD,,,,,,English,
Budapest,Hungary,IVF (Fertility Treatment),Budapest Fertility Center,"Budapest, Hungary",,,,4500,8500,USD,,,,,,English,
Warsaw,Poland,IVF (Fertility Treatment),Warsaw Fertility Center,"Warsaw, Poland",,,,4800,8800,USD,,,,,,English,
Dubai,UAE,IVF (Fertility Treatment),Dubai Fertility Center,"Dubai, UAE",,,,4000,8000,USD,,,,,,English,
Tokyo,Japan,IVF (Fertility Treatment),Tokyo Fertility Center,"Tokyo, Japan",,,,6000,11000,USD,,,,,,English,
Barcelona,Spain,IVF (Fertility Treatment),Barcelona Fertility Center,"Barcelona, Spain",,,,5500,10000,USD,,,,,,English,
London,UK,IVF (Fertility Treatment),London Fertility Center,"London, UK",,,,7000,13000,USD,,,,,,English,
Paris,France,IVF (Fertility Treatment),Paris Fertility Center,"Paris, France",,,,6500,12000,USD,,,,,,English,
Los Angeles,USA,IVF (Fertility Treatment),Los Angeles Fertility Center,"Los Angeles, USA",,,,12000,20000,USD,,,,,,English,
New York City,USA,IVF (Fertility Treatment),New York City Fertility Center,"New York City, USA",,,,13000,22000,USD,,,,,,English,
Seoul,South Korea,Knee Replacement,Seoul Orthopedic Hospital,"Seoul, South Korea",,,,12000,18000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Knee Replacement,Ho Chi Minh City Orthopedic Hospital,"Ho Chi Minh City, Vietnam",,,,9000,13000,USD,,,,,,English,
Kuala Lumpur,Malaysia,Knee Replacement,Kuala Lumpur Orthopedic Hospital,"Kuala Lumpur, Malaysia",,,,9500,13500,USD,,,,,,English,
Delhi,India,Knee Replacement,Delhi Orthopedic Hospital,"Delhi, India",,,,3500,6000,USD,,,,,,English,
Medellín,Colombia,Knee Replacement,Medellín Orthopedic Hospital,"Medellín, Colombia",,,,8500,12500,USD,,,,,,English,
Bogotá,Colombia,Knee Replacement,Bogotá Orthopedic Hospital,"Bogotá, Colombia",,,,8700,12700,USD,,,,,,English,
Prague,Czech Rep.,Knee Replacement,Prague Orthopedic Hospital,"Prague, Czech Rep.",,,,10000,14000,USD,,,,,,English,
Budapest,Hungary,Knee Replacement,Budapest Orthopedic Hospital,"Budapest, Hungary",,,,9500,13500,USD,,,,,,English,
Warsaw,Poland,Knee Replacement,Warsaw Orthopedic Hospital,"Warsaw, Poland",,,,9800,13800,USD,,,,,,English,
Tokyo,Japan,Knee Replacement,Tokyo Orthopedic Hospital,"Tokyo, Japan",,,,14000,20000,USD,,,,,,English,
Barcelona,Spain,Knee Replacement,Barcelona Orthopedic Hospital,"Barcelona, Spain",,,,11000,16000,USD,,,,,,English,
London,UK,Knee Replacement,London Orthopedic Hospital,"London, UK",,,,15000,22000,USD,,,,,,English,
Paris,France,Knee Replacement,Paris Orthopedic Hospital,"Paris, France",,,,14000,21000,USD,,,,,,English,
Los Angeles,USA,Knee Replacement,Los Angeles Orthopedic Hospital,"Los Angeles, USA",,,,25000,40000,USD,,,,,,English,
New York City,USA,Knee Replacement,New York City Orthopedic Hospital,"New York City, USA",,,,27000,45000,USD,,,,,,English,
Seoul,South Korea,Hip Replacement,Seoul Orthopedic Hospital,"Seoul, South Korea",,,,13000,19000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Hip Replacement,Ho Chi Minh City Orthopedic Hospital,"Ho Chi Minh City, Vietnam",,,,9500,14000,USD,,,,,,English,
Kuala Lumpur,Malaysia,Hip Replacement,Kuala Lumpur Orthopedic Hospital,"Kuala Lumpur, Malaysia",,,,10000,14500,USD,,,,,,English,
Delhi,India,Hip Replacement,Delhi Orthopedic Hospital,"Delhi, India",,,,4000,7000,USD,,,,,,English,
Medellín,Colombia,Hip Replacement,Medellín Orthopedic Hospital,"Medellín, Colombia",,,,9000,13500,USD,,,,,,English,
Bogotá,Colombia,Hip Replacement,Bogotá Orthopedic Hospital,"Bogotá, Colombia",,,,9200,13700,USD,,,,,,English,
Prague,Czech Rep.,Hip Replacement,Prague Orthopedic Hospital,"Prague, Czech Rep.",,,,10500,15000,USD,,,,,,English,
Budapest,Hungary,Hip Replacement,Budapest Orthopedic Hospital,"Budapest, Hungary",,,,10000,14500,USD,,,,,,English,
Warsaw,Poland,Hip Replacement,Warsaw Orthopedic Hospital,"Warsaw, Poland",,,,10300,14800,USD,,,,,,English,
Tokyo,Japan,Hip Replacement,Tokyo Orthopedic Hospital,"Tokyo, Japan",,,,15000,21000,USD,,,,,,English,
Barcelona,Spain,Hip Replacement,Barcelona Orthopedic Hospital,"Barcelona, Spain",,,,11500,17000,USD,,,,,,English,
London,UK,Hip Replacement,London Orthopedic Hospital,"London, UK",,,,16000,23000,USD,,,,,,English,
Paris,France,Hip Replacement,Paris Orthopedic Hospital,"Paris, France",,,,15000,22000,USD,,,,,,English,
Los Angeles,USA,Hip Replacement,Los Angeles Orthopedic Hospital,"Los Angeles, USA",,,,27000,42000,USD,,,,,,English,
New York City,USA,Hip Replacement,New York City Orthopedic Hospital,"New York City, USA",,,,29000,47000,USD,,,,,,English,
Seoul,South Korea,Gastric Bypass,Seoul Bariatric Center,"Seoul, South Korea",,,,10000,15000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Gastric Bypass,Ho Chi Minh City Bariatric Center,"Ho Chi Minh City, Vietnam",,,,8000,12000,USD,,,,,,English,
Kuala Lumpur,Malaysia,Gastric Bypass,Kuala Lumpur Bariatric Center,"Kuala Lumpur, Malaysia",,,,8500,12500,USD,,,,,,English,
Delhi,India,Gastric Bypass,Delhi Bariatric Center,"Delhi, India",,,,5000,8000,USD,,,,,,English,
Medellín,Colombia,Gastric Bypass,Medellín Bariatric Center,"Medellín, Colombia",,,,6000,8500,USD,,,,,,English,
Bogotá,Colombia,Gastric Bypass,Bogotá Bariatric Center,"Bogotá, Colombia",,,,6200,8700,USD,,,,,,English,
Prague,Czech Rep.,Gastric Bypass,Prague Bariatric Center,"Prague, Czech Rep.",,,,8000,12000,USD,,,,,,English,
Budapest,Hungary,Gastric Bypass,Budapest Bariatric Center,"Budapest, Hungary",,,,7500,11500,USD,,,,,,English,
Warsaw,Poland,Gastric Bypass,Warsaw Bariatric Center,"Warsaw, Poland",,,,7800,11800,USD,,,,,,English,
Dubai,UAE,Gastric Bypass,Dubai Bariatric Center,"Dubai, UAE",,,,10000,15000,USD,,,,,,English,
Tokyo,Japan,Gastric Bypass,Tokyo Bariatric Center,"Tokyo, Japan",,,,11000,16000,USD,,,,,,English,
Barcelona,Spain,Gastric Bypass,Barcelona Bariatric Center,"Barcelona, Spain",,,,9000,13000,USD,,,,,,English,
London,UK,Gastric Bypass,London Bariatric Center,"London, UK",,,,11000,17000,USD,,,,,,English,
Paris,France,Gastric Bypass,Paris Bariatric Center,"Paris, France",,,,10500,16000,USD,,,,,,English,
Los Angeles,USA,Gastric Bypass,Los Angeles Bariatric Center,"Los Angeles, USA",,,,16000,27000,USD,,,,,,English,
New York City,USA,Gastric Bypass,New York City Bariatric Center,"New York City, USA",,,,17000,29000,USD,,,,,,English,
Bangkok,Thailand,Dental Veneers (Full Mouth),Bangkok Dental Center,"Bangkok, Thailand",,,,6000,10000,USD,,,,,,English,
Seoul,South Korea,Dental Veneers (Full Mouth),Seoul Dental Center,"Seoul, South Korea",,,,7000,12000,USD,,,,,,English,
Istanbul,Turkey,Dental Veneers (Full Mouth),Istanbul Dental Center,"Istanbul, Turkey",,,,4000,7000,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Dental Veneers (Full Mouth),Ho Chi Minh City Dental Center,"Ho Chi Minh City, Vietnam",,,,5000,8500,USD,,,,,,English,
Kuala Lumpur,Malaysia,Dental Veneers (Full Mouth),Kuala Lumpur Dental Center,"Kuala Lumpur, Malaysia",,,,5500,9000,USD,,,,,,English,
Delhi,India,Dental Veneers (Full Mouth),Delhi Dental Center,"Delhi, India",,,,3500,6000,USD,,,,,,English,
Mumbai,India,Dental Veneers (Full Mouth),Mumbai Dental Center,"Mumbai, India",,,,4000,6500,USD,,,,,,English,
Mexico City,Mexico,Dental Veneers (Full Mouth),Mexico City Dental Center,"Mexico City, Mexico",,,,5000,8500,USD,,,,,,English,
Medellín,Colombia,Dental Veneers (Full Mouth),Medellín Dental Center,"Medellín, Colombia",,,,4500,7500,USD,,,,,,English,
Bogotá,Colombia,Dental Veneers (Full Mouth),Bogotá Dental Center,"Bogotá, Colombia",,,,4700,7700,USD,,,,,,English,
Prague,Czech Rep.,Dental Veneers (Full Mouth),Prague Dental Center,"Prague, Czech Rep.",,,,6000,10000,USD,,,,,,English,
Budapest,Hungary,Dental Veneers (Full Mouth),Budapest Dental Center,"Budapest, Hungary",,,,5500,9500,USD,,,,,,English,
Warsaw,Poland,Dental Veneers (Full Mouth),Warsaw Dental Center,"Warsaw, Poland",,,,5800,9800,USD,,,,,,English,
Dubai,UAE,Dental Veneers (Full Mouth),Dubai Dental Center,"Dubai, UAE",,,,8000,14000,USD,,,,,,English,
Tokyo,Japan,Dental Veneers (Full Mouth),Tokyo Dental Center,"Tokyo, Japan",,,,9000,15000,USD,,,,,,English,
Barcelona,Spain,Dental Veneers (Full Mouth),Barcelona Dental Center,"Barcelona, Spain",,,,7000,12000,USD,,,,,,English,
London,UK,Dental Veneers (Full Mouth),London Dental Center,"London, UK",,,,10000,18000,USD,,,,,,English,
Paris,France,Dental Veneers (Full Mouth),Paris Dental Center,"Paris, France",,,,9500,17000,USD,,,,,,English,
Los Angeles,USA,Dental Veneers (Full Mouth),Los Angeles Dental Center,"Los Angeles, USA",,,,15000,30000,USD,,,,,,English,
New York City,USA,Dental Veneers (Full Mouth),New York City Dental Center,"New York City, USA",,,,16000,35000,USD,,,,,,English,
Chicago,USA,Colonoscopy,Chicago Medical Diagnostics,"Chicago, USA",,,,625,1250,USD,,,,,,English,
Houston,USA,Colonoscopy,Houston Medical Diagnostics,"Houston, USA",,,,625,1250,USD,,,,,,English,
Phoenix,USA,Colonoscopy,Phoenix Medical Diagnostics,"Phoenix, USA",,,,625,1250,USD,,,,,,English,
Philadelphia,USA,Colonoscopy,Philadelphia Medical Diagnostics,"Philadelphia, USA",,,,625,1250,USD,,,,,,English,
San Antonio,USA,Colonoscopy,San Antonio Medical Diagnostics,"San Antonio, USA",,,,625,1250,USD,,,,,,English,
San Diego,USA,Colonoscopy,San Diego Medical Diagnostics,"San Diego, USA",,,,625,1250,USD,,,,,,English,
Dallas,USA,Colonoscopy,Dallas Medical Diagnostics,"Dallas, USA",,,,625,1250,USD,,,,,,English,
San Jose,USA,Colonoscopy,San Jose Medical Diagnostics,"San Jose, USA",,,,625,1250,USD,,,,,,English,
Austin,USA,Colonoscopy,Austin Medical Diagnostics,"Austin, USA",,,,625,1250,USD,,,,,,English,
Jacksonville,USA,Colonoscopy,Jacksonville Medical Diagnostics,"Jacksonville, USA",,,,625,1250,USD,,,,,,English,
Rio de Janeiro,Brazil,Colonoscopy,Rio de Janeiro Medical Diagnostics,"Rio de Janeiro, Brazil",,,,275,550,USD,,,,,,English,
Toronto,Canada,Colonoscopy,Toronto Medical Diagnostics,"Toronto, Canada",,,,450,900,USD,,,,,,English,
Vancouver,Canada,Colonoscopy,Vancouver Medical Diagnostics,"Vancouver, Canada",,,,450,900,USD,,,,,,English,
Buenos Aires,Argentina,Colonoscopy,Buenos Aires Medical Diagnostics,"Buenos Aires, Argentina",,,,275,550,USD,,,,,,English,
Sydney,Australia,Colonoscopy,Sydney Medical Diagnostics,"Sydney, Australia",,,,500,1000,USD,,,,,,English,
Melbourne,Australia,Colonoscopy,Melbourne Medical Diagnostics,"Melbourne, Australia",,,,500,1000,USD,,,,,,English,
Shanghai,China,Colonoscopy,Shanghai Medical Diagnostics,"Shanghai, China",,,,325,650,USD,,,,,,English,
Taipei,Taiwan,Colonoscopy,Taipei Medical Diagnostics,"Taipei, Taiwan",,,,300,600,USD,,,,,,English,
Moscow,Russia,Colonoscopy,Moscow Medical Diagnostics,"Moscow, Russia",,,,200,400,USD,,,,,,English,
Almaty,Kazakhstan,Colonoscopy,Almaty Medical Diagnostics,"Almaty, Kazakhstan",,,,175,350,USD,,,,,,English,
Vienna,Austria,Colonoscopy,Vienna Medical Diagnostics,"Vienna, Austria",,,,375,750,USD,,,,,,English,
Brussels,Belgium,Colonoscopy,Brussels Medical Diagnostics,"Brussels, Belgium",,,,375,750,USD,,,,,,English,
Sofia,Bulgaria,Colonoscopy,Sofia Medical Diagnostics,"Sofia, Bulgaria",,,,225,450,USD,,,,,,English,
Zagreb,Croatia,Colonoscopy,Zagreb Medical Diagnostics,"Zagreb, Croatia",,,,225,450,USD,,,,,,English,
Copenhagen,Denmark,Colonoscopy,Copenhagen Medical Diagnostics,"Copenhagen, Denmark",,,,375,750,USD,,,,,,English,
Tallinn,Estonia,Colonoscopy,Tallinn Medical Diagnostics,"Tallinn, Estonia",,,,225,450,USD,,,,,,English,
Helsinki,Finland,Colonoscopy,Helsinki Medical Diagnostics,"Helsinki, Finland",,,,375,750,USD,,,,,,English,
Berlin,Germany,Colonoscopy,Berlin Medical Diagnostics,"Berlin, Germany",,,,375,750,USD,,,,,,English,
Athens,Greece,Colonoscopy,Athens Medical Diagnostics,"Athens, Greece",,,,225,450,USD,,,,,,English,
Dublin,Ireland,Colonoscopy,Dublin Medical Diagnostics,"Dublin, Ireland",,,,375,750,USD,,,,,,English,
Rome,Italy,Colonoscopy,Rome Medical Diagnostics,"Rome, Italy",,,,225,450,USD,,,,,,English,
Riga,Latvia,Colonoscopy,Riga Medical Diagnostics,"Riga, Latvia",,,,225,450,USD,,,,,,English,
Vilnius,Lithuania,Colonoscopy,Vilnius Medical Diagnostics,"Vilnius, Lithuania",,,,225,450,USD,,,,,,English,
Luxembourg,Luxembourg,Colonoscopy,Luxembourg Medical Diagnostics,"Luxembourg, Luxembourg",,,,375,750,USD,,,,,,English,
Amsterdam,Netherlands,Colonoscopy,Amsterdam Medical Diagnostics,"Amsterdam, Netherlands",,,,375,750,USD,,,,,,English,
Lisbon,Portugal,Colonoscopy,Lisbon Medical Diagnostics,"Lisbon, Portugal",,,,225,450,USD,,,,,,English,
Bucharest,Romania,Colonoscopy,Bucharest Medical Diagnostics,"Bucharest, Romania",,,,225,450,USD,,,,,,English,
Bratislava,Slovakia,Colonoscopy,Bratislava Medical Diagnostics,"Bratislava, Slovakia",,,,225,450,USD,,,,,,English,
Ljubljana,Slovenia,Colonoscopy,Ljubljana Medical Diagnostics,"Ljubljana, Slovenia",,,,225,450,USD,,,,,,English,
Stockholm,Sweden,Colonoscopy,Stockholm Medical Diagnostics,"Stockholm, Sweden",,,,375,750,USD,,,,,,English,
Zurich,Switzerland,Colonoscopy,Zurich Medical Diagnostics,"Zurich, Switzerland",,,,375,750,USD,,,,,,English,
Chicago,USA,Knee Replacement,Chicago Orthopedic Hospital,"Chicago, USA",,,,25000,37500,USD,,,,,,English,
Houston,USA,Knee Replacement,Houston Orthopedic Hospital,"Houston, USA",,,,25000,37500,USD,,,,,,English,
Phoenix,USA,Knee Replacement,Phoenix Orthopedic Hospital,"Phoenix, USA",,,,25000,37500,USD,,,,,,English,
Philadelphia,USA,Knee Replacement,Philadelphia Orthopedic Hospital,"Philadelphia, USA",,,,25000,37500,USD,,,,,,English,
San Antonio,USA,Knee Replacement,San Antonio Orthopedic Hospital,"San Antonio, USA",,,,25000,37500,USD,,,,,,English,
San Diego,USA,Knee Replacement,San Diego Orthopedic Hospital,"San Diego, USA",,,,25000,37500,USD,,,,,,English,
Dallas,USA,Knee Replacement,Dallas Orthopedic Hospital,"Dallas, USA",,,,25000,37500,USD,,,,,,English,
Austin,USA,Knee Replacement,Austin Orthopedic Hospital,"Austin, USA",,,,25000,37500,USD,,,,,,English,
Jacksonville,USA,Knee Replacement,Jacksonville Orthopedic Hospital,"Jacksonville, USA",,,,25000,37500,USD,,,,,,English,
Rio de Janeiro,Brazil,Knee Replacement,Rio de Janeiro Orthopedic Hospital,"Rio de Janeiro, Brazil",,,,11000,16500,USD,,,,,,English,
Toronto,Canada,Knee Replacement,Toronto Orthopedic Hospital,"Toronto, Canada",,,,18000,27000,USD,,,,,,English,
Vancouver,Canada,Knee Replacement,Vancouver Orthopedic Hospital,"Vancouver, Canada",,,,18000,27000,USD,,,,,,English,
Buenos Aires,Argentina,Knee Replacement,Buenos Aires Orthopedic Hospital,"Buenos Aires, Argentina",,,,11000,16500,USD,,,,,,English,
Sydney,Australia,Knee Replacement,Sydney Orthopedic Hospital,"Sydney, Australia",,,,20000,30000,USD,,,,,,English,
Melbourne,Australia,Knee Replacement,Melbourne Orthopedic Hospital,"Melbourne, Australia",,,,20000,30000,USD,,,,,,English,
Shanghai,China,Knee Replacement,Shanghai Orthopedic Hospital,"Shanghai, China",,,,13000,19500,USD,,,,,,English,
Taipei,Taiwan,Knee Replacement,Taipei Orthopedic Hospital,"Taipei, Taiwan",,,,12000,18000,USD,,,,,,English,
Moscow,Russia,Knee Replacement,Moscow Orthopedic Hospital,"Moscow, Russia",,,,8000,12000,USD,,,,,,English,
Almaty,Kazakhstan,Knee Replacement,Almaty Orthopedic Hospital,"Almaty, Kazakhstan",,,,7000,10500,USD,,,,,,English,
Vienna,Austria,Knee Replacement,Vienna Orthopedic Hospital,"Vienna, Austria",,,,15000,22500,USD,,,,,,English,
Brussels,Belgium,Knee Replacement,Brussels Orthopedic Hospital,"Brussels, Belgium",,,,15000,22500,USD,,,,,,English,
Sofia,Bulgaria,Knee Replacement,Sofia Orthopedic Hospital,"Sofia, Bulgaria",,,,9000,13500,USD,,,,,,English,
Zagreb,Croatia,Knee Replacement,Zagreb Orthopedic Hospital,"Zagreb, Croatia",,,,9000,13500,USD,,,,,,English,
Copenhagen,Denmark,Knee Replacement,Copenhagen Orthopedic Hospital,"Copenhagen, Denmark",,,,15000,22500,USD,,,,,,English,
Tallinn,Estonia,Knee Replacement,Tallinn Orthopedic Hospital,"Tallinn, Estonia",,,,9000,13500,USD,,,,,,English,
Helsinki,Finland,Knee Replacement,Helsinki Orthopedic Hospital,"Helsinki, Finland",,,,15000,22500,USD,,,,,,English,
Berlin,Germany,Knee Replacement,Berlin Orthopedic Hospital,"Berlin, Germany",,,,15000,22500,USD,,,,,,English,
Athens,Greece,Knee Replacement,Athens Orthopedic Hospital,"Athens, Greece",,,,9000,13500,USD,,,,,,English,
Dublin,Ireland,Knee Replacement,Dublin Orthopedic Hospital,"Dublin, Ireland",,,,15000,22500,USD,,,,,,English,
Rome,Italy,Knee Replacement,Rome Orthopedic Hospital,"Rome, Italy",,,,9000,13500,USD,,,,,,English,
Riga,Latvia,Knee Replacement,Riga Orthopedic Hospital,"Riga, Latvia",,,,9000,13500,USD,,,,,,English,
Vilnius,Lithuania,Knee Replacement,Vilnius Orthopedic Hospital,"Vilnius, Lithuania",,,,9000,13500,USD,,,,,,English,
Luxembourg,Luxembourg,Knee Replacement,Luxembourg Orthopedic Hospital,"Luxembourg, Luxembourg",,,,15000,22500,USD,,,,,,English,
Amsterdam,Netherlands,Knee Replacement,Amsterdam Orthopedic Hospital,"Amsterdam, Netherlands",,,,15000,22500,USD,,,,,,English,
Lisbon,Portugal,Knee Replacement,Lisbon Orthopedic Hospital,"Lisbon, Portugal",,,,9000,13500,USD,,,,,,English,
Bucharest,Romania,Knee Replacement,Bucharest Orthopedic Hospital,"Bucharest, Romania",,,,9000,13500,USD,,,,,,English,
